Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Disease
28,15,2,41,13,2,9,5,16,7,10,0,0,0,0,0,0,25
28,15,2,41,13,21,9,5,16,7,10,0,0,0,0,0,0,25
15,26,27,21,32,23,0,0,0,0,0,0,0,0,0,0,0,31
15,26,27,21,32,23,0,0,0,0,0,0,0,0,0,0,0,31
19,21,25,42,26,0,0,0,0,0,0,0,0,0,0,0,0,31
15,21,25,42,26,0,0,0,0,0,0,0,0,0,0,0,0,31
15,26,25,42,26,0,0,0,0,0,0,0,0,0,0,0,0,31
15,26,27,42,26,0,0,0,0,0,0,0,0,0,0,0,0,31
15,26,27,21,26,0,0,0,0,0,0,0,0,0,0,0,0,31
15,26,27,21,32,0,0,0,0,0,0,0,0,0,0,0,0,31
15,26,27,21,32,23,0,0,0,0,0,0,0,0,0,0,0,31
15,26,27,21,32,23,0,0,0,0,0,0,0,0,0,0,0,31
18,36,46,29,26,0,0,0,0,0,0,0,0,0,0,0,0,5
18,36,46,29,26,0,0,0,0,0,0,0,0,0,0,0,0,5
25,40,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,5
18,40,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,5
18,36,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,5
18,36,46,32,0,0,0,0,0,0,0,0,0,0,0,0,0,5
18,36,46,29,26,0,0,0,0,0,0,0,0,0,0,0,0,5
18,36,46,29,0,0,0,0,0,0,0,0,0,0,0,0,0,5
18,36,46,29,26,0,0,0,0,0,0,0,0,0,0,0,0,5
18,36,46,29,26,0,0,0,0,0,0,0,0,0,0,0,0,5
28,17,33,39,23,30,0,0,0,0,0,0,0,0,0,0,0,0
28,17,33,39,23,30,0,0,0,0,0,0,0,0,0,0,0,0
12,25,43,27,35,0,0,0,0,0,0,0,0,0,0,0,0,0
28,25,43,27,35,0,0,0,0,0,0,0,0,0,0,0,0,0
28,17,43,27,35,0,0,0,0,0,0,0,0,0,0,0,0,0
28,17,33,27,35,0,0,0,0,0,0,0,0,0,0,0,0,0
28,17,33,39,35,0,0,0,0,0,0,0,0,0,0,0,0,0
28,17,33,39,23,0,0,0,0,0,0,0,0,0,0,0,0,0
28,17,33,39,23,30,0,0,0,0,0,0,0,0,0,0,0,0
28,17,33,27,35,0,0,0,0,0,0,0,0,0,0,0,0,0
24,31,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,2
24,31,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,2
22,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
24,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
24,31,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
24,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
24,31,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,2
24,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
24,31,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
24,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4,4,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,38
4,4,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,38
2,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
4,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
4,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
4,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
4,4,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,38
4,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
2,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
4,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
24,20,42,37,28,16,0,0,0,0,0,0,0,0,0,0,0,35
24,20,42,37,28,16,0,0,0,0,0,0,0,0,0,0,0,35
15,34,41,38,16,0,0,0,0,0,0,0,0,0,0,0,0,35
24,34,41,38,16,0,0,0,0,0,0,0,0,0,0,0,0,35
24,20,41,38,16,0,0,0,0,0,0,0,0,0,0,0,0,35
24,20,42,38,16,0,0,0,0,0,0,0,0,0,0,0,0,35
24,20,42,37,16,0,0,0,0,0,0,0,0,0,0,0,0,35
24,20,42,37,28,0,0,0,0,0,0,0,0,0,0,0,0,35
24,20,42,37,28,16,0,0,0,0,0,0,0,0,0,0,0,35
24,20,42,37,28,16,0,0,0,0,0,0,0,0,0,0,0,35
24,18,4,34,36,0,0,0,0,0,0,0,0,0,0,0,0,27
24,18,4,34,36,0,0,0,0,0,0,0,0,0,0,0,0,27
13,5,38,48,0,0,0,0,0,0,0,0,0,0,0,0,0,27
24,5,38,48,0,0,0,0,0,0,0,0,0,0,0,0,0,27
24,5,38,48,0,0,0,0,0,0,0,0,0,0,0,0,0,27
24,18,38,48,0,0,0,0,0,0,0,0,0,0,0,0,0,27
24,18,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,27
24,18,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,27
24,18,4,34,36,0,0,0,0,0,0,0,0,0,0,0,0,27
24,5,38,48,0,0,0,0,0,0,0,0,0,0,0,0,0,27
33,35,35,12,0,0,0,0,0,0,0,0,0,0,0,0,0,15
24,27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
33,27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
33,35,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
33,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
24,27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
33,27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
33,35,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
33,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
33,35,35,12,0,0,0,0,0,0,0,0,0,0,0,0,0,15
8,33,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4
23,9,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
8,9,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
8,33,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
8,33,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
23,9,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
8,9,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
8,33,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
8,33,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
8,33,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4
26,1,48,45,5,4,0,0,0,0,0,0,0,0,0,0,0,16
26,41,49,9,4,0,0,0,0,0,0,0,0,0,0,0,0,16
26,1,49,9,4,0,0,0,0,0,0,0,0,0,0,0,0,16
26,1,48,9,4,0,0,0,0,0,0,0,0,0,0,0,0,16
26,1,48,45,4,0,0,0,0,0,0,0,0,0,0,0,0,16
26,1,48,45,5,0,0,0,0,0,0,0,0,0,0,0,0,16
0,41,49,9,4,0,0,0,0,0,0,0,0,0,0,0,0,16
26,41,49,9,4,0,0,0,0,0,0,0,0,0,0,0,0,16
26,1,49,9,4,0,0,0,0,0,0,0,0,0,0,0,0,16
26,1,48,9,4,0,0,0,0,0,0,0,0,0,0,0,0,16
33,42,53,30,22,1,26,0,0,0,0,0,0,0,0,0,0,9
28,47,33,26,1,31,0,0,0,0,0,0,0,0,0,0,0,9
33,47,33,26,1,31,0,0,0,0,0,0,0,0,0,0,0,9
33,42,33,26,1,31,0,0,0,0,0,0,0,0,0,0,0,9
33,42,53,26,1,31,0,0,0,0,0,0,0,0,0,0,0,9
33,42,53,30,1,31,0,0,0,0,0,0,0,0,0,0,0,9
33,42,53,30,22,31,0,0,0,0,0,0,0,0,0,0,0,9
33,42,53,30,22,1,0,0,0,0,0,0,0,0,0,0,0,9
33,42,53,30,22,1,26,0,0,0,0,0,0,0,0,0,0,9
33,42,53,30,22,1,26,0,0,0,0,0,0,0,0,0,0,9
33,35,44,6,29,0,0,0,0,0,0,0,0,0,0,0,0,14
33,37,9,40,0,0,0,0,0,0,0,0,0,0,0,0,0,14
33,35,9,40,0,0,0,0,0,0,0,0,0,0,0,0,0,14
33,35,44,40,0,0,0,0,0,0,0,0,0,0,0,0,0,14
33,35,44,6,0,0,0,0,0,0,0,0,0,0,0,0,0,14
24,37,9,40,0,0,0,0,0,0,0,0,0,0,0,0,0,14
33,37,9,40,0,0,0,0,0,0,0,0,0,0,0,0,0,14
33,35,9,40,0,0,0,0,0,0,0,0,0,0,0,0,0,14
33,35,44,40,0,0,0,0,0,0,0,0,0,0,0,0,0,14
33,35,44,6,0,0,0,0,0,0,0,0,0,0,0,0,0,14
28,23,0,33,17,0,0,0,0,0,0,0,0,0,0,0,0,33
28,19,0,33,17,0,0,0,0,0,0,0,0,0,0,0,0,33
14,23,0,33,17,0,0,0,0,0,0,0,0,0,0,0,0,33
28,23,0,33,17,0,0,0,0,0,0,0,0,0,0,0,0,33
28,19,0,33,17,0,0,0,0,0,0,0,0,0,0,0,0,33
28,19,29,33,17,0,0,0,0,0,0,0,0,0,0,0,0,33
28,19,29,1,17,0,0,0,0,0,0,0,0,0,0,0,0,33
28,19,29,1,27,0,0,0,0,0,0,0,0,0,0,0,0,33
28,19,29,1,27,17,0,0,0,0,0,0,0,0,0,0,0,33
28,19,29,1,27,17,0,0,0,0,0,0,0,0,0,0,0,33
17,30,24,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,30,24,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,30,24,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,46,39,25,18,2,19,7,7,12,0,0,0,0,0,0,0,12
11,46,39,25,18,2,19,7,7,12,0,0,0,0,0,0,0,12
31,32,28,22,2,22,9,8,15,0,0,0,0,0,0,0,0,12
11,32,28,22,2,22,9,8,15,0,0,0,0,0,0,0,0,12
11,46,28,22,2,22,9,8,15,0,0,0,0,0,0,0,0,12
11,46,39,22,2,22,9,8,15,0,0,0,0,0,0,0,0,12
11,46,39,25,2,22,9,8,15,0,0,0,0,0,0,0,0,12
11,46,39,25,18,22,9,8,15,0,0,0,0,0,0,0,0,12
11,46,39,25,18,2,9,8,15,0,0,0,0,0,0,0,0,12
11,46,39,25,18,2,19,8,15,0,0,0,0,0,0,0,0,12
28,38,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,17
28,38,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,17
27,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
28,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
28,38,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
28,38,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
28,38,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,17
27,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
28,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
28,38,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
11,11,24,5,11,20,0,0,0,0,0,0,0,0,0,0,0,6
9,18,7,17,24,0,0,0,0,0,0,0,0,0,0,0,0,6
11,18,7,17,24,0,0,0,0,0,0,0,0,0,0,0,0,6
11,11,7,17,24,0,0,0,0,0,0,0,0,0,0,0,0,6
11,11,24,17,24,0,0,0,0,0,0,0,0,0,0,0,0,6
11,11,24,5,24,0,0,0,0,0,0,0,0,0,0,0,0,6
11,11,24,5,11,0,0,0,0,0,0,0,0,0,0,0,0,6
11,11,24,5,11,20,0,0,0,0,0,0,0,0,0,0,0,6
9,18,7,17,24,0,0,0,0,0,0,0,0,0,0,0,0,6
11,18,7,17,24,0,0,0,0,0,0,0,0,0,0,0,0,6
12,8,19,27,20,0,0,0,0,0,0,0,0,0,0,0,0,23
5,14,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,23
12,14,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,23
12,8,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,23
12,8,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,23
12,8,19,27,0,0,0,0,0,0,0,0,0,0,0,0,0,23
12,8,19,27,20,0,0,0,0,0,0,0,0,0,0,0,0,23
5,14,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,23
12,14,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,23
12,8,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,23
0,19,23,4,10,26,6,9,21,0,0,0,0,0,0,0,0,30
14,17,6,15,30,7,13,19,0,0,0,0,0,0,0,0,0,30
0,17,6,15,30,7,13,19,0,0,0,0,0,0,0,0,0,30
0,19,6,15,30,7,13,19,0,0,0,0,0,0,0,0,0,30
0,19,23,15,30,7,13,19,0,0,0,0,0,0,0,0,0,30
0,19,23,4,30,7,13,19,0,0,0,0,0,0,0,0,0,30
0,19,23,4,10,7,13,19,0,0,0,0,0,0,0,0,0,30
0,19,23,4,10,26,13,19,0,0,0,0,0,0,0,0,0,30
0,19,23,4,10,26,6,19,0,0,0,0,0,0,0,0,0,30
0,19,23,4,10,26,6,9,0,0,0,0,0,0,0,0,0,30
1,43,34,14,23,0,0,0,0,0,0,0,0,0,0,0,0,7
1,43,34,14,23,0,0,0,0,0,0,0,0,0,0,0,0,7
29,26,19,27,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1,26,19,27,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1,43,19,27,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1,43,34,27,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1,43,34,14,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1,43,34,14,23,0,0,0,0,0,0,0,0,0,0,0,0,7
29,26,19,27,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1,26,19,27,0,0,0,0,0,0,0,0,0,0,0,0,0,7
28,17,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,32
28,17,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,32
12,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
28,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
28,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
28,17,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
28,17,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,32
12,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
28,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
28,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
33,42,21,47,14,32,5,1,0,0,0,0,0,0,0,0,0,28
33,42,21,47,14,32,5,1,0,0,0,0,0,0,0,0,0,28
28,15,52,20,38,6,1,0,0,0,0,0,0,0,0,0,0,28
33,15,52,20,38,6,1,0,0,0,0,0,0,0,0,0,0,28
33,42,52,20,38,6,1,0,0,0,0,0,0,0,0,0,0,28
33,42,21,20,38,6,1,0,0,0,0,0,0,0,0,0,0,28
33,42,21,47,38,6,1,0,0,0,0,0,0,0,0,0,0,28
33,42,21,47,14,6,1,0,0,0,0,0,0,0,0,0,0,28
33,42,21,47,14,32,1,0,0,0,0,0,0,0,0,0,0,28
33,42,21,47,14,32,5,0,0,0,0,0,0,0,0,0,0,28
6,42,24,41,13,21,17,0,0,0,0,0,0,0,0,0,0,29
6,42,24,41,13,21,7,13,0,0,0,0,0,0,0,0,0,29
6,42,24,41,13,21,7,13,0,0,0,0,0,0,0,0,0,29
28,18,45,19,25,8,17,0,0,0,0,0,0,0,0,0,0,29
6,18,45,19,25,8,17,0,0,0,0,0,0,0,0,0,0,29
6,42,45,19,25,8,17,0,0,0,0,0,0,0,0,0,0,29
6,42,24,19,25,8,17,0,0,0,0,0,0,0,0,0,0,29
6,42,24,41,25,8,17,0,0,0,0,0,0,0,0,0,0,29
6,42,24,41,13,8,17,0,0,0,0,0,0,0,0,0,0,29
6,42,24,41,13,21,17,0,0,0,0,0,0,0,0,0,0,29
33,35,21,25,14,13,14,12,17,8,13,0,0,0,0,0,0,8
24,15,28,20,13,18,16,18,10,14,0,0,0,0,0,0,0,8
33,15,28,20,13,18,16,18,10,14,0,0,0,0,0,0,0,8
33,35,28,20,13,18,16,18,10,14,0,0,0,0,0,0,0,8
33,35,21,20,13,18,16,18,10,14,0,0,0,0,0,0,0,8
33,35,21,25,13,18,16,18,10,14,0,0,0,0,0,0,0,8
33,35,21,25,14,18,16,18,10,14,0,0,0,0,0,0,0,8
33,35,21,25,14,13,16,18,10,14,0,0,0,0,0,0,0,8
33,35,21,25,14,13,14,18,10,14,0,0,0,0,0,0,0,8
33,35,21,25,14,13,14,12,10,14,0,0,0,0,0,0,0,8
24,9,26,45,12,14,12,15,9,11,3,5,6,0,0,0,0,11
24,9,26,45,12,14,12,15,9,11,3,4,6,0,0,0,0,11
24,9,26,45,12,14,12,15,9,11,3,4,4,0,0,0,0,11
24,9,26,45,12,14,12,15,9,11,3,4,4,4,0,0,0,11
6,20,49,18,14,13,18,10,13,3,8,5,6,0,0,0,0,11
24,20,49,18,14,13,18,10,13,3,8,5,6,0,0,0,0,11
24,9,49,18,14,13,18,10,13,3,8,5,6,0,0,0,0,11
24,9,26,18,14,13,18,10,13,3,8,5,6,0,0,0,0,11
24,9,26,45,14,13,18,10,13,3,8,5,6,0,0,0,0,11
24,9,26,45,12,13,18,10,13,3,8,5,6,0,0,0,0,11
6,42,21,20,25,5,1,4,20,4,0,0,0,0,0,0,0,37
6,42,21,20,13,5,1,4,20,4,0,0,0,0,0,0,0,37
6,42,21,20,13,21,1,4,20,4,0,0,0,0,0,0,0,37
6,42,21,20,13,21,4,4,20,4,0,0,0,0,0,0,0,37
6,42,21,20,13,21,4,1,20,4,0,0,0,0,0,0,0,37
6,42,21,20,13,21,4,1,4,4,0,0,0,0,0,0,0,37
6,42,21,20,13,21,4,1,4,20,0,0,0,0,0,0,0,37
6,42,21,20,13,21,4,1,4,20,4,0,0,0,0,0,0,37
6,42,21,20,13,21,4,1,4,20,4,0,0,0,0,0,0,37
6,15,24,19,25,5,1,4,20,4,0,0,0,0,0,0,0,37
15,42,53,10,25,18,1,4,11,21,9,0,0,0,0,0,0,40
15,42,53,10,25,18,1,4,11,21,9,0,0,0,0,0,0,40
28,47,15,30,22,1,7,12,22,10,0,0,0,0,0,0,0,40
15,47,15,30,22,1,7,12,22,10,0,0,0,0,0,0,0,40
15,42,15,30,22,1,7,12,22,10,0,0,0,0,0,0,0,40
15,42,53,30,22,1,7,12,22,10,0,0,0,0,0,0,0,40
15,42,53,10,22,1,7,12,22,10,0,0,0,0,0,0,0,40
15,42,53,10,25,1,7,12,22,10,0,0,0,0,0,0,0,40
15,42,53,10,25,18,7,12,22,10,0,0,0,0,0,0,0,40
15,42,53,10,25,18,1,12,22,10,0,0,0,0,0,0,0,40
33,15,28,50,6,18,1,20,22,8,11,7,0,0,0,0,0,19
33,15,28,50,6,18,1,20,22,8,11,7,0,0,0,0,0,19
11,22,53,10,22,1,25,21,10,13,12,0,0,0,0,0,0,19
33,22,53,10,22,1,25,21,10,13,12,0,0,0,0,0,0,19
33,15,53,10,22,1,25,21,10,13,12,0,0,0,0,0,0,19
33,15,28,10,22,1,25,21,10,13,12,0,0,0,0,0,0,19
33,15,28,50,22,1,25,21,10,13,12,0,0,0,0,0,0,19
33,15,28,50,6,1,25,21,10,13,12,0,0,0,0,0,0,19
33,15,28,50,6,18,25,21,10,13,12,0,0,0,0,0,0,19
33,15,28,50,6,18,1,21,10,13,12,0,0,0,0,0,0,19
11,47,33,26,11,0,0,0,0,0,0,0,0,0,0,0,0,20
11,47,33,26,37,10,0,0,0,0,0,0,0,0,0,0,0,20
32,25,29,49,11,0,0,0,0,0,0,0,0,0,0,0,0,20
11,25,29,49,11,0,0,0,0,0,0,0,0,0,0,0,0,20
11,47,29,49,11,0,0,0,0,0,0,0,0,0,0,0,0,20
11,47,33,49,11,0,0,0,0,0,0,0,0,0,0,0,0,20
11,47,33,26,11,0,0,0,0,0,0,0,0,0,0,0,0,20
11,47,33,26,37,0,0,0,0,0,0,0,0,0,0,0,0,20
11,47,33,26,37,10,0,0,0,0,0,0,0,0,0,0,0,20
11,47,33,26,37,10,0,0,0,0,0,0,0,0,0,0,0,20
15,42,21,50,6,21,14,1,22,0,0,0,0,0,0,0,0,21
28,15,53,10,25,18,1,21,0,0,0,0,0,0,0,0,0,21
15,15,53,10,25,18,1,21,0,0,0,0,0,0,0,0,0,21
15,42,53,10,25,18,1,21,0,0,0,0,0,0,0,0,0,21
15,42,21,10,25,18,1,21,0,0,0,0,0,0,0,0,0,21
15,42,21,50,25,18,1,21,0,0,0,0,0,0,0,0,0,21
15,42,21,50,6,18,1,21,0,0,0,0,0,0,0,0,0,21
15,42,21,50,6,21,1,21,0,0,0,0,0,0,0,0,0,21
15,42,21,50,6,21,14,21,0,0,0,0,0,0,0,0,0,21
15,42,21,50,6,21,14,1,0,0,0,0,0,0,0,0,0,21
15,42,21,20,38,6,18,10,1,21,5,10,0,0,0,0,0,22
15,42,21,20,38,6,18,10,1,21,2,2,8,0,0,0,0,22
15,42,21,20,38,6,18,10,1,21,2,2,8,0,0,0,0,22
28,15,24,50,6,21,14,1,22,2,5,10,0,0,0,0,0,22
15,15,24,50,6,21,14,1,22,2,5,10,0,0,0,0,0,22
15,42,24,50,6,21,14,1,22,2,5,10,0,0,0,0,0,22
15,42,21,50,6,21,14,1,22,2,5,10,0,0,0,0,0,22
15,42,21,20,6,21,14,1,22,2,5,10,0,0,0,0,0,22
15,42,21,20,38,21,14,1,22,2,5,10,0,0,0,0,0,22
15,42,21,20,38,6,14,1,22,2,5,10,0,0,0,0,0,22
28,47,0,43,8,15,11,0,0,0,0,0,0,0,0,0,0,3
28,47,0,43,8,15,11,0,0,0,0,0,0,0,0,0,0,3
32,0,47,13,15,12,0,0,0,0,0,0,0,0,0,0,0,3
28,0,47,13,15,12,0,0,0,0,0,0,0,0,0,0,0,3
28,47,47,13,15,12,0,0,0,0,0,0,0,0,0,0,0,3
28,47,0,13,15,12,0,0,0,0,0,0,0,0,0,0,0,3
28,47,0,43,15,12,0,0,0,0,0,0,0,0,0,0,0,3
28,47,0,43,8,12,0,0,0,0,0,0,0,0,0,0,0,3
28,47,0,43,8,15,0,0,0,0,0,0,0,0,0,0,0,3
28,47,0,43,8,15,11,0,0,0,0,0,0,0,0,0,0,3
6,42,21,47,5,14,3,17,9,9,18,11,3,3,2,1,0,36
6,42,21,47,5,14,3,17,9,9,18,11,3,3,2,1,0,36
28,15,52,9,14,3,23,10,11,21,17,4,5,1,1,0,0,36
6,15,52,9,14,3,23,10,11,21,17,4,5,1,1,0,0,36
6,42,52,9,14,3,23,10,11,21,17,4,5,1,1,0,0,36
6,42,21,9,14,3,23,10,11,21,17,4,5,1,1,0,0,36
6,42,21,47,14,3,23,10,11,21,17,4,5,1,1,0,0,36
6,42,21,47,5,3,23,10,11,21,17,4,5,1,1,0,0,36
6,42,21,47,5,14,23,10,11,21,17,4,5,1,1,0,0,36
6,42,21,47,5,14,3,10,11,21,17,4,5,1,1,0,0,36
8,9,21,9,14,13,24,11,14,19,14,9,7,2,2,2,1,10
8,9,21,9,14,13,24,11,14,19,14,9,7,2,2,2,1,10
6,15,14,20,13,28,15,16,19,15,16,8,2,1,3,3,0,10
8,15,14,20,13,28,15,16,19,15,16,8,2,1,3,3,0,10
8,9,14,20,13,28,15,16,19,15,16,8,2,1,3,3,0,10
8,9,21,20,13,28,15,16,19,15,16,8,2,1,3,3,0,10
8,9,21,9,13,28,15,16,19,15,16,8,2,1,3,3,0,10
8,9,21,9,14,28,15,16,19,15,16,8,2,1,3,3,0,10
8,9,21,9,14,13,15,16,19,15,16,8,2,1,3,3,0,10
8,9,21,9,14,13,24,16,19,15,16,8,2,1,3,3,0,10
6,15,14,20,3,27,15,3,6,16,0,0,0,0,0,0,0,34
6,15,14,20,3,27,15,16,3,6,15,0,0,0,0,0,0,34
6,15,14,20,3,27,15,16,3,6,15,0,0,0,0,0,0,34
11,11,24,5,31,19,20,3,6,16,0,0,0,0,0,0,0,34
6,11,24,5,31,19,20,3,6,16,0,0,0,0,0,0,0,34
6,15,24,5,31,19,20,3,6,16,0,0,0,0,0,0,0,34
6,15,14,5,31,19,20,3,6,16,0,0,0,0,0,0,0,34
6,15,14,20,31,19,20,3,6,16,0,0,0,0,0,0,0,34
6,15,14,20,3,19,20,3,6,16,0,0,0,0,0,0,0,34
6,15,14,20,3,27,20,3,6,16,0,0,0,0,0,0,0,34
7,28,37,3,19,0,0,0,0,0,0,0,0,0,0,0,0,13
7,28,37,3,19,0,0,0,0,0,0,0,0,0,0,0,0,13
7,28,37,3,19,0,0,0,0,0,0,0,0,0,0,0,0,13
20,29,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,13
7,29,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,13
7,28,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,13
7,28,37,23,0,0,0,0,0,0,0,0,0,0,0,0,0,13
7,28,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13
7,28,37,3,19,0,0,0,0,0,0,0,0,0,0,0,0,13
7,28,37,3,19,0,0,0,0,0,0,0,0,0,0,0,0,13
28,6,45,7,0,0,0,0,0,0,0,0,0,0,0,0,0,18
28,6,45,7,0,0,0,0,0,0,0,0,0,0,0,0,0,18
3,39,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
28,39,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
28,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
28,6,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
28,6,45,7,0,0,0,0,0,0,0,0,0,0,0,0,0,18
3,39,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
28,39,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
28,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
11,12,8,31,34,29,21,0,0,0,0,0,0,0,0,0,0,39
11,12,8,31,34,29,21,0,0,0,0,0,0,0,0,0,0,39
10,7,36,44,33,24,0,0,0,0,0,0,0,0,0,0,0,39
11,7,36,44,33,24,0,0,0,0,0,0,0,0,0,0,0,39
11,12,36,44,33,24,0,0,0,0,0,0,0,0,0,0,0,39
11,12,8,44,33,24,0,0,0,0,0,0,0,0,0,0,0,39
11,12,8,31,33,24,0,0,0,0,0,0,0,0,0,0,0,39
11,12,8,31,34,24,0,0,0,0,0,0,0,0,0,0,0,39
11,12,8,31,34,29,0,0,0,0,0,0,0,0,0,0,0,39
11,12,8,31,34,24,0,0,0,0,0,0,0,0,0,0,0,39
11,45,12,28,21,9,22,6,2,18,6,3,1,0,0,0,0,26
11,45,12,28,21,9,22,6,2,18,6,3,1,0,0,0,0,26
30,10,31,25,9,25,8,2,18,5,7,1,0,0,0,0,0,26
